"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"383","conmanduco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"384","conor",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"385","conor,",1,0,0,1,1,0,0,0,0,0,0,0,0
"386","conor1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"387","conparo2",1,0,0,0,0,0,0,0,0,0,0,1,1
"388","conpleo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"389","conpremo",1,0,0,0,0,0,0,0,0,1,1,0,0
"390","conprobo1",1,0,0,1,1,0,0,0,0,0,0,0,0
"391","conputeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"392","conroboro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"393","conrumpo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"394","consacro",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"395","conscribo",1,0,0,0,0,0,0,0,0,1,1,0,0
"396","conscribo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"397","consecro",4,0,0,0,0,0,0,0,0,4,1,0,0
"398","consenesco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"399","consentio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"400","consequor",1,0,0,0,0,0,0,0,0,0,0,1,1
"401","conservo",1,0,0,0,0,0,0,0,0,1,1,0,0
"402","considero",1,0,0,0,0,1,1,0,0,0,0,0,0
"403","considero1",6,3,0.5,0,0,1,0.1667,1,0.1667,1,0.1667,0,0
"404","consido",2,0,0,0,0,0,0,0,0,2,1,0,0
"405","consido1",4,0,0,0,0,0,0,0,0,4,1,0,0
"406","consisto1",3,0,0,0,0,0,0,0,0,3,1,0,0
"407","consolor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"408","consono1",1,0,0,0,0,0,0,0,0,0,0,1,1
"409","conspicio1",4,0,0,0,0,0,0,0,0,4,1,0,0
"410","conspicor",1,0,0,0,0,0,0,0,0,1,1,0,0
"411","constituo",3,0,0,0,0,0,0,0,0,3,1,0,0
"412","constituo1",8,0,0,0,0,0,0,0,0,4,0.5,4,0.5
"413","consto",7,0,0,0,0,0,0,0,0,5,0.7143,2,0.2857
"414","consto1",10,0,0,0,0,0,0,0,0,10,1,0,0
"415","consuesco",3,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667
"416","consuesco1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"417","consulo",1,0,0,0,0,0,0,0,0,1,1,0,0
"418","consulo1",5,0,0,0,0,2,0.4,2,0.4,0,0,1,0.2
"419","consulto2",2,0,0,0,0,0,0,0,0,0,0,2,1
"420","consummo1",5,0,0,0,0,0,0,0,0,1,0.2,4,0.8
"421","consumo",1,0,0,0,0,0,0,0,0,1,1,0,0
"422","consumo1",4,1,0.25,0,0,1,0.25,0,0,2,0.5,0,0
"423","consurgo1",3,0,0,1,0.3333,0,0,0,0,2,0.6667,0,0
"424","contamino1",1,0,0,0,0,0,0,0,0,0,0,1,1
"425","contego",1,0,0,0,0,0,0,0,0,1,1,0,0
"426","contego1",1,0,0,0,0,1,1,0,0,0,0,0,0
"427","contemno",3,0,0,0,0,1,0.3333,0,0,2,0.6667,0,0
"428","contemno1",6,1,0.1667,0,0,2,0.3333,1,0.1667,2,0.3333,0,0
"429","contendo",2,0,0,0,0,0,0,0,0,2,1,0,0
"430","contendo1",8,0,0,0,0,2,0.25,0,0,3,0.375,3,0.375
"431","contero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"432","conterreo",1,0,0,0,0,0,0,0,0,1,1,0,0
"433","contestor1",1,1,1,0,0,0,0,0,0,0,0,0,0
"434","conticesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"435","contineo",8,0,0,0,0,0,0,0,0,6,0.75,2,0.25
"436","contineo1",5,1,0.2,1,0.2,1,0.2,0,0,1,0.2,1,0.2
"437","contingo1",11,0,0,0,0,0,0,0,0,10,0.9091,1,0.0909
"438","continuo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"439","contraho",1,0,0,0,0,0,0,0,0,1,1,0,0
"440","contraho1",1,0,0,0,0,0,0,0,0,1,1,0,0
"441","contribuo",1,0,0,0,0,0,0,0,0,1,1,0,0
"442","contundo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"443","conturbo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"444","convalesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"445","convenio",3,0,0,0,0,0,0,0,0,3,1,0,0
"446","convenio1",7,0,0,0,0,0,0,0,0,2,0.2857,5,0.7143
"447","converto",1,0,0,0,0,0,0,0,0,1,1,0,0
"448","converto1",7,0,0,0,0,1,0.1429,1,0.1429,5,0.7143,0,0
"449","convinco1",1,1,1,0,0,0,0,0,0,0,0,0,0
"450","convoco1",5,1,0.2,0,0,1,0.2,0,0,3,0.6,0,0
"451","cooperio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"452","corrigo",2,0,0,0,0,0,0,0,0,2,1,0,0
"453","corrigo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"454","corripio",2,0,0,0,0,0,0,0,0,2,1,0,0
"455","corripio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"456","corrotundo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"457","corrumpo",2,0,0,1,0.5,1,0.5,0,0,0,0,0,0
"458","corruo",2,0,0,0,0,0,0,0,0,0,0,2,1
"459","credo",8,2,0.25,1,0.125,1,0.125,0,0,2,0.25,2,0.25
"460","credo1",35,6,0.1714,1,0.0286,7,0.2,6,0.1714,9,0.2571,6,0.1714
"461","cremo",1,0,0,0,0,0,0,0,0,1,1,0,0
"462","cremo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"463","creo",7,2,0.2857,0,0,0,0,1,0.1429,4,0.5714,0,0
"464","creo1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"465","crepito1",1,0,0,0,0,0,0,0,0,1,1,0,0
"466","cresco1",12,2,0.1667,0,0,0,0,0,0,8,0.6667,2,0.1667
"467","criminor",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"468","crucio1",5,0,0,0,0,0,0,0,0,2,0.4,3,0.6
"469","cubo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"470","culo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"471","cumulo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"472","cuncto1",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0
"473","cunctor",1,0,0,0,0,0,0,0,0,0,0,1,1
"474","cunctor1",2,0,0,0,0,0,0,2,1,0,0,0,0
"475","cupio",2,0,0,1,0.5,0,0,0,0,1,0.5,0,0
"476","cupio1",9,3,0.3333,0,0,3,0.3333,0,0,3,0.3333,0,0
"477","curo",2,0,0,0,0,0,0,0,0,2,1,0,0
"478","curo1",14,9,0.6429,0,0,0,0,0,0,4,0.2857,1,0.0714
"479","curro",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"480","curro1",9,0,0,0,0,3,0.3333,0,0,4,0.4444,2,0.2222
"481","custodio",1,0,0,0,0,0,0,0,0,1,1,0,0
"482","custodio1",7,0,0,0,0,0,0,0,0,3,0.4286,4,0.5714
"483","damno1",1,1,1,0,0,0,0,0,0,0,0,0,0
"484","dealbo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"485","debeo",10,0,0,0,0,1,0.1,0,0,6,0.6,3,0.3
"486","debeo1",17,3,0.1765,1,0.0588,3,0.1765,0,0,10,0.5882,0,0
"487","decedo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"488","decerno",7,0,0,0,0,1,0.1429,0,0,5,0.7143,1,0.1429
"489","decerno1",12,2,0.1667,0,0,0,0,1,0.0833,6,0.5,3,0.25
"490","decerpo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"491","decet1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"492","decido1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"493","decipio",1,0,0,0,0,0,0,0,0,1,1,0,0
"494","decipio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"495","declamo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"496","declaro",1,0,0,0,0,0,0,0,0,0,0,1,1
"497","declaro1",2,0,0,0,0,0,0,0,0,0,0,2,1
"498","decoro1",2,0,0,0,0,0,0,0,0,0,0,2,1
"499","decresco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"500","decurro",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"501","decurro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"502","dedico",1,0,0,0,0,0,0,0,0,1,1,0,0
"503","dedo1",15,0,0,0,0,0,0,0,0,13,0.8667,2,0.1333
"504","deduco",8,3,0.375,0,0,0,0,0,0,3,0.375,2,0.25
"505","deduco1",8,2,0.25,0,0,0,0,1,0.125,4,0.5,1,0.125
"506","defendo1",7,1,0.1429,0,0,2,0.2857,0,0,2,0.2857,2,0.2857
"507","defero",3,2,0.6667,0,0,0,0,0,0,0,0,1,0.3333
"508","defero1",4,3,0.75,0,0,0,0,0,0,0,0,1,0.25
"509","deficio",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"510","deficio1",7,0,0,0,0,2,0.2857,0,0,3,0.4286,2,0.2857
"511","defluo",1,0,0,0,0,0,0,0,0,1,1,0,0
"512","defluo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"513","defraudo",1,0,0,0,0,0,0,0,0,1,1,0,0
"514","dego",1,0,0,0,0,0,0,0,0,0,0,1,1
"515","degusto1",1,0,0,0,0,0,0,0,0,0,0,1,1
"516","dehisco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"517","deicio1",3,0,0,0,0,0,0,0,0,3,1,0,0
"518","delabor1",1,1,1,0,0,0,0,0,0,0,0,0,0
"519","delecto",1,0,0,0,0,0,0,0,0,1,1,0,0
"520","delector1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"521","delego",2,0,0,0,0,0,0,0,0,2,1,0,0
"522","delenio",1,1,1,0,0,0,0,0,0,0,0,0,0
"523","deleo",1,0,0,0,0,0,0,0,0,1,1,0,0
"524","deleo1",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"525","delibero,",1,0,0,1,1,0,0,0,0,0,0,0,0
"526","deligo1",3,0,0,0,0,1,0.3333,0,0,1,0.3333,1,0.3333
"527","delinquo1",2,0,0,0,0,0,0,0,0,0,0,2,1
"528","demando1",1,1,1,0,0,0,0,0,0,0,0,0,0
"529","demereo",1,0,0,0,0,0,0,0,0,1,1,0,0
"530","demigro1",1,0,0,0,0,1,1,0,0,0,0,0,0
"531","deminuo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"532","demitto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"533","demonstro",2,0,0,1,0.5,0,0,0,0,1,0.5,0,0
"534","demonstro1",1,1,1,0,0,0,0,0,0,0,0,0,0
"535","depello",1,0,0,0,0,0,0,0,0,0,0,1,1
"536","depello1",1,0,0,0,0,0,0,0,0,1,1,0,0
"537","dependeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"538","dependo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"539","deploro",1,0,0,0,0,1,1,0,0,0,0,0,0
"540","depono",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"541","depono1",2,0,0,0,0,0,0,0,0,2,1,0,0
"542","deposco",3,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
"543","deposco1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"544","deprecor",1,1,1,0,0,0,0,0,0,0,0,0,0
"545","deprehendo",2,0,0,0,0,0,0,0,0,2,1,0,0
"546","deprehendo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"547","deprimo",1,0,0,0,0,0,0,0,0,1,1,0,0
"548","depugno",1,0,0,0,0,0,0,0,0,0,0,1,1
"549","derepo",1,0,0,0,0,0,0,0,0,1,1,0,0
"550","derideo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"551","derideo1",3,0,0,0,0,2,0.6667,0,0,1,0.3333,0,0
"552","descendo",1,0,0,0,0,0,0,0,0,1,1,0,0
"553","descendo1",6,0,0,1,0.1667,0,0,0,0,5,0.8333,0,0
"554","descisco",1,0,0,0,0,0,0,0,0,0,0,1,1
"555","desero2",6,1,0.1667,0,0,1,0.1667,0,0,3,0.5,1,0.1667
"556","desideo",1,0,0,0,0,0,0,0,0,1,1,0,0
"557","desidero",6,0,0,0,0,1,0.1667,0,0,4,0.6667,1,0.1667
"558","desidero1",2,0,0,0,0,0,0,0,0,0,0,2,1
"559","designo",1,0,0,0,0,0,0,0,0,1,1,0,0
"560","designo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"561","desilo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"562","desino",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"563","desino1",5,1,0.2,0,0,2,0.4,0,0,1,0.2,1,0.2
"564","desisto,",1,1,1,0,0,0,0,0,0,0,0,0,0
"565","desisto1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"566","despicio",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"567","despicio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"568","despolio1",3,0,0,1,0.3333,1,0.3333,0,0,1,0.3333,0,0
"569","destino",7,0,0,0,0,0,0,0,0,3,0.4286,4,0.5714
"570","destino1",2,2,1,0,0,0,0,0,0,0,0,0,0
"571","destituo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"572","destringo",1,0,0,0,0,0,0,0,0,0,0,1,1
"573","destruo",1,0,0,0,0,0,0,0,0,0,0,1,1
"574","desum",11,0,0,0,0,0,0,0,0,5,0.4545,6,0.5455
"575","desum1",7,0,0,1,0.1429,0,0,0,0,2,0.2857,4,0.5714
"576","detego",1,0,0,0,0,0,0,0,0,0,0,1,1
"577","detergeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"578","detestor",1,1,1,0,0,0,0,0,0,0,0,0,0
"579","detineo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"580","detraho",1,0,0,0,0,0,0,0,0,1,1,0,0
"581","detraho1",3,0,0,0,0,0,0,0,0,3,1,0,0
"582","devoco",2,0,0,0,0,0,0,0,0,2,1,0,0
"583","devoro",2,0,0,0,0,1,0.5,0,0,0,0,1,0.5
"584","devoro1",7,2,0.2857,0,0,1,0.1429,0,0,4,0.5714,0,0
"585","dico1",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"586","dico2",203,32,0.1576,5,0.0246,15,0.0739,3,0.0148,116,0.5714,32,0.1576
"587","dictito1",1,0,0,0,0,0,0,0,0,0,0,1,1
"588","diduco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"589","differo",1,0,0,0,0,0,0,0,0,1,1,0,0
"590","differo1",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"591","diffido1",1,0,0,0,0,0,0,0,0,0,0,1,1
"592","digno1",1,0,0,1,1,0,0,0,0,0,0,0,0
"593","dilabor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"594","diligo",1,0,0,0,0,0,0,0,0,1,1,0,0
"595","diligo1",3,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
"596","dimitto",2,0,0,0,0,0,0,0,0,2,1,0,0
"597","dimitto1",8,0,0,0,0,0,0,2,0.25,5,0.625,1,0.125
"598","dirigo1",2,0,0,0,0,1,0.5,1,0.5,0,0,0,0
"599","diripio",1,0,0,0,0,0,0,0,0,0,0,1,1
"600","diruo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"601","dis-sideo",2,0,0,0,0,0,0,0,0,0,0,2,1
"602","discedo1",11,0,0,0,0,1,0.0909,1,0.0909,7,0.6364,2,0.1818
"603","discerno1",1,0,0,0,0,1,1,0,0,0,0,0,0
"604","disco",1,0,0,1,1,0,0,0,0,0,0,0,0
"605","disco1",12,3,0.25,1,0.0833,2,0.1667,0,0,4,0.3333,2,0.1667
"606","discribo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"607","discumbo",2,0,0,0,0,0,0,0,0,2,1,0,0
"608","discumbo1",5,1,0.2,1,0.2,0,0,0,0,2,0.4,1,0.2
"609","discurro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"610","disjacio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"611","dispello",1,0,0,0,0,0,0,0,0,1,1,0,0
"612","dispono",3,0,0,0,0,0,0,0,0,3,1,0,0
"613","dispono1",2,0,0,0,0,0,0,0,0,2,1,0,0
"614","disredimo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"615","dissentio1",1,1,1,0,0,0,0,0,0,0,0,0,0
"616","dissero1",1,0,0,0,0,0,0,0,0,0,0,1,1
"617","disservio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"618","dissideo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"619","dissilio1",2,2,1,0,0,0,0,0,0,0,0,0,0
"620","dissimulo",1,0,0,0,0,0,0,0,0,1,1,0,0
"621","dissimulo1",2,0,0,0,0,0,0,0,0,0,0,2,1
"622","dissolvo",1,0,0,0,0,0,0,0,0,1,1,0,0
"623","dissuadeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"624","distribuo",2,0,0,0,0,0,0,0,0,2,1,0,0
"625","distribuo1",3,0,0,0,0,1,0.3333,0,0,1,0.3333,1,0.3333
"626","distringo",1,0,0,0,0,0,0,0,0,1,1,0,0
"627","diverbero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"628","divido",5,0,0,0,0,0,0,0,0,5,1,0,0
"629","divido1",3,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
"630","divisor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"631","do",43,11,0.2558,0,0,2,0.0465,0,0,25,0.5814,5,0.1163
"632","do1",92,24,0.2609,7,0.0761,8,0.087,3,0.0326,36,0.3913,14,0.1522
"633","doceo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"634","doceo1",11,1,0.0909,0,0,1,0.0909,0,0,9,0.8182,0,0
"635","doleo",2,0,0,0,0,0,0,0,0,0,0,2,1
"636","doleo1",4,0,0,0,0,2,0.5,0,0,2,0.5,0,0
"637","dominor1",2,0,0,0,0,0,0,0,0,2,1,0,0
"638","domo",2,0,0,0,0,0,0,0,0,2,1,0,0
"639","domo1",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"640","dono",6,0,0,0,0,0,0,0,0,6,1,0,0
"641","dono1",6,3,0.5,0,0,0,0,0,0,3,0.5,0,0
"642","dormio1",1,1,1,0,0,0,0,0,0,0,0,0,0
"643","dubito",3,0,0,0,0,0,0,1,0.3333,2,0.6667,0,0
"644","dubito1",6,0,0,0,0,3,0.5,1,0.1667,2,0.3333,0,0
"645","duco",1,0,0,0,0,0,0,1,1,0,0,0,0
"646","duco1",18,2,0.1111,0,0,3,0.1667,0,0,11,0.6111,2,0.1111
"647","ducto1",3,0,0,0,0,0,0,0,0,3,1,0,0
"648","duplico",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"649","duplico1",2,0,0,0,0,0,0,1,0.5,0,0,1,0.5
"650","duro",1,0,0,0,0,0,0,0,0,0,0,1,1
"651","duro1",1,1,1,0,0,0,0,0,0,0,0,0,0
"652","ebullio1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"653","edico",1,0,0,0,0,0,0,0,0,1,1,0,0
"654","edo1",7,1,0.1429,0,0,1,0.1429,0,0,5,0.7143,0,0
"655","edo2",13,1,0.0769,0,0,1,0.0769,0,0,10,0.7692,1,0.0769
"656","edoceo1",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"657","educo1",9,0,0,0,0,3,0.3333,1,0.1111,5,0.5556,0,0
"658","educo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"659","effemino1",1,0,0,0,0,0,0,0,0,1,1,0,0
"660","effero1",3,0,0,0,0,0,0,0,0,3,1,0,0
"661","efficio",3,0,0,0,0,0,0,0,0,3,1,0,0
"662","efficio1",6,0,0,0,0,0,0,0,0,4,0.6667,2,0.3333
"663","efflo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"664","effluo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"665","effringo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"666","effugio",3,0,0,0,0,0,0,0,0,3,1,0,0
"667","effugio1",3,1,0.3333,1,0.3333,0,0,1,0.3333,0,0,0,0
"668","effundo",2,0,0,0,0,0,0,0,0,2,1,0,0
"669","effundo1",12,0,0,0,0,0,0,2,0.1667,9,0.75,1,0.0833
"670","egeo1",5,1,0.2,0,0,0,0,0,0,2,0.4,2,0.4
"671","egero1",4,0,0,0,0,0,0,0,0,0,0,4,1
"672","egredior",3,0,0,0,0,3,1,0,0,0,0,0,0
"673","egredior1",1,0,0,0,0,0,0,0,0,1,1,0,0
"674","eicio",2,0,0,0,0,0,0,0,0,2,1,0,0
"675","eicio1",6,4,0.6667,1,0.1667,1,0.1667,0,0,0,0,0,0
"676","elabor",1,0,0,0,0,0,0,0,0,1,1,0,0
"677","elego1",1,0,0,0,0,0,0,0,0,1,1,0,0
"678","elevo",1,1,1,0,0,0,0,0,0,0,0,0,0
"679","elevo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"680","eligo",1,1,1,0,0,0,0,0,0,0,0,0,0
"681","eludo",2,0,0,0,0,0,0,0,0,2,1,0,0
"682","eludo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"683","emendo",2,0,0,0,0,0,0,0,0,2,1,0,0
"684","emeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"685","emereo",1,0,0,0,0,0,0,0,0,0,0,1,1
"686","emereo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"687","emergo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"688","emico1",2,0,0,0,0,0,0,0,0,2,1,0,0
"689","emitto",1,0,0,0,0,0,0,0,0,1,1,0,0
"690","emitto1",5,2,0.4,1,0.2,0,0,0,0,2,0.4,0,0
"691","emo1",15,8,0.5333,0,0,1,0.0667,0,0,3,0.2,3,0.2
"692","enato1",1,1,1,0,0,0,0,0,0,0,0,0,0
"693","eno1",1,0,0,0,0,0,0,0,0,1,1,0,0
"694","enumero",1,1,1,0,0,0,0,0,0,0,0,0,0
"695","enumero1",1,0,0,0,0,0,0,0,0,0,0,1,1
"696","enuntio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"697","eo1",27,0,0,1,0.037,5,0.1852,1,0.037,14,0.5185,6,0.2222
"698","erado",1,1,1,0,0,0,0,0,0,0,0,0,0
"699","erigo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"700","eripio",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"701","eripio,",1,0,0,1,1,0,0,0,0,0,0,0,0
"702","eripio1",8,1,0.125,0,0,2,0.25,0,0,2,0.25,3,0.375
"703","erro1",7,0,0,0,0,2,0.2857,0,0,2,0.2857,3,0.4286
"704","erubesco1",4,2,0.5,1,0.25,0,0,0,0,1,0.25,0,0
"705","eructo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"706","erudio",1,1,1,0,0,0,0,0,0,0,0,0,0
"707","erumpo",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"708","erumpo1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"709","evado",1,0,0,0,0,0,0,0,0,1,1,0,0
"710","evado1",2,0,0,0,0,0,0,0,0,2,1,0,0
"711","evangelizo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"712","eveho1",1,0,0,0,0,0,0,0,0,1,1,0,0
"713","evello",2,0,0,0,0,0,0,0,0,2,1,0,0
"714","evenio",1,0,0,0,0,0,0,0,0,1,1,0,0
"715","evenio1",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"716","everto",2,0,0,0,0,0,0,0,0,2,1,0,0
"717","everto1",1,1,1,0,0,0,0,0,0,0,0,0,0
"718","evito1",1,0,0,1,1,0,0,0,0,0,0,0,0
"719","evoco",3,0,0,0,0,0,0,0,0,3,1,0,0
"720","evolo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"721","evomo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"722","exaestuo",1,0,0,0,0,0,0,0,0,1,1,0,0
"723","exagito1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"724","exanimo",1,0,0,0,0,0,0,0,0,1,1,0,0
"725","exardeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"726","exaro",1,1,1,0,0,0,0,0,0,0,0,0,0
"727","exauctoro",1,0,0,0,0,0,0,0,0,1,1,0,0
"728","excandesco1",2,0,0,0,0,0,0,0,0,2,1,0,0
"729","excatarisso",1,0,0,0,0,1,1,0,0,0,0,0,0
"730","excedo",2,0,0,0,0,0,0,0,0,2,1,0,0
"731","excedo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"732","excido1",6,0,0,0,0,1,0.1667,0,0,3,0.5,2,0.3333
"733","excipio",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"734","excipio1",7,1,0.1429,1,0.1429,0,0,0,0,4,0.5714,1,0.1429
"735","excito",2,0,0,0,0,0,0,0,0,2,1,0,0
"736","excito1",1,0,0,0,0,0,0,0,0,0,0,1,1
"737","exclamo",1,0,0,0,0,0,0,0,0,1,1,0,0
"738","exclamo1",6,0,0,0,0,0,0,0,0,5,0.8333,1,0.1667
"739","excludo1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"740","excogito",1,0,0,0,0,0,0,0,0,1,1,0,0
"741","excolo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"742","excuso",1,0,0,0,0,0,0,0,0,1,1,0,0
"743","excutio",1,0,0,0,0,0,0,0,0,1,1,0,0
"744","exeo",1,0,0,0,0,1,1,0,0,0,0,0,0
"745","exeo1",26,0,0,2,0.0769,3,0.1154,0,0,14,0.5385,7,0.2692
"746","exerceo",4,0,0,0,0,0,0,0,0,4,1,0,0
"747","exerceo1",11,0,0,0,0,0,0,0,0,8,0.7273,3,0.2727
"748","exhaurio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"749","exheredo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"750","exhibeo",3,0,0,0,0,1,0.3333,0,0,2,0.6667,0,0
"751","exhibeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"752","exhorresco",1,0,0,0,0,0,0,0,0,1,1,0,0
"753","exhortor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"754","exigo",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"755","exigo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"756","exintero1",1,0,0,0,0,1,1,0,0,0,0,0,0
"757","existimo",3,2,0.6667,0,0,0,0,0,0,1,0.3333,0,0
"758","existimo1",11,2,0.1818,0,0,1,0.0909,0,0,1,0.0909,7,0.6364
"759","exopinisso1",1,0,0,0,0,0,0,0,0,0,0,1,1
"760","exopto1",4,0,0,0,0,0,0,0,0,1,0.25,3,0.75
"761","exorno",1,0,0,0,0,0,0,0,0,1,1,0,0
"762","exorno1",1,0,0,0,0,0,0,0,0,1,1,0,0
"763","exoro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"764","expallesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"765","expavesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"766","expavesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"767","expecto1",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
